split,class_name,label,source_type,genus,filename_species,individual_id,museum,position,layer,tooth_type,direction,relative_path
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112694,AMNH,p2,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112694/Hoolock#hoolock#AMNH112694#s#v#p2#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112695,AMNH,p1,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112695/Hoolock#hoolock#AMNH112695#s#v#p1#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112696,AMNH,p1,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112696/Hoolock#hoolock#AMNH112696#s#v#p1#l1#M2#R#B_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112696,AMNH,p2,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112696/Hoolock#hoolock#AMNH112696#s#v#p2#l1#M2#R#B_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112696,AMNH,p2,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112696/Hoolock#hoolock#AMNH112696#s#v#p2#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112696,AMNH,p3,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112696/Hoolock#hoolock#AMNH112696#s#v#p3#l1#M2#R#B_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112696,AMNH,p3,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112696/Hoolock#hoolock#AMNH112696#s#v#p3#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112697,AMNH,p1,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112697/Hoolock#hoolock#AMNH112697#s#v#p1#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112697,AMNH,p2,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112697/Hoolock#hoolock#AMNH112697#s#v#p2#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112697,AMNH,p3,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112697/Hoolock#hoolock#AMNH112697#s#v#p3#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112699,AMNH,p1,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112699/Hoolock#hoolock#AMNH112699#s#v#p1#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M1#R#A_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M2#R#A_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M1#R#A_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M2#R#A_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M1#L#A_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M2#L#A_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112702,AMNH,p1,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p1#l1#M1#L#B_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112702,AMNH,p2,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p2#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112703,AMNH,p3,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p3#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112706,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112710,AMNH,p1,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112710/Hoolock#hoolock#AMNH112710#s#v#p1#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112710,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112710/Hoolock#hoolock#AMNH112710#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112710,AMNH,p2,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH112710/Hoolock#hoolock#AMNH112710#s#v#p2#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH119624,AMNH,p1,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH119624/Hoolock#hoolock#AMNH119624#s#v#p1#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH119624,AMNH,p2,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH119624/Hoolock#hoolock#AMNH119624#s#v#p2#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH119624,AMNH,p2,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH119624/Hoolock#hoolock#AMNH119624#s#v#p2#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH163630,AMNH,p2,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH163630/Hoolock#hoolock#AMNH163630#s#v#p2#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH163630,AMNH,p2,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH163630/Hoolock#hoolock#AMNH163630#s#v#p2#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH163630,AMNH,p3,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH163630/Hoolock#hoolock#AMNH163630#s#v#p3#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH163630,AMNH,p3,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH163630/Hoolock#hoolock#AMNH163630#s#v#p3#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH163630,AMNH,p3,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH163630/Hoolock#hoolock#AMNH163630#s#v#p3#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH163630,AMNH,p4,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH163630/Hoolock#hoolock#AMNH163630#s#v#p4#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH163632,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH163632/Hoolock#hoolock#AMNH163632#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH163632,AMNH,p1,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH163632/Hoolock#hoolock#AMNH163632#s#v#p1#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH19400,AMNH,p1,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH19400/Hoolock#hoolock#AMNH19400#s#v#p1#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH53976,AMNH,p1,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH53976/Hoolock#hoolock#AMNH53976#s#v#p1#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH53976,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH53976/Hoolock#hoolock#AMNH53976#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH53976,AMNH,p1,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH53976/Hoolock#hoolock#AMNH53976#s#v#p1#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH53976,AMNH,p3,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH53976/Hoolock#hoolock#AMNH53976#s#v#p3#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH53976,AMNH,p3,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH53976/Hoolock#hoolock#AMNH53976#s#v#p3#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH53976,AMNH,p4,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH53976/Hoolock#hoolock#AMNH53976#s#v#p4#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH53976,AMNH,p4,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH53976/Hoolock#hoolock#AMNH53976#s#v#p4#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH53976,AMNH,p4,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH53976/Hoolock#hoolock#AMNH53976#s#v#p4#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH80068,AMNH,p1,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH80068/Hoolock#hoolock#AMNH80068#s#v#p1#l1#M1#R#A_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH80068,AMNH,p1,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH80068/Hoolock#hoolock#AMNH80068#s#v#p1#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH80068,AMNH,p1,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH80068/Hoolock#hoolock#AMNH80068#s#v#p1#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH80068,AMNH,p2,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH80068/Hoolock#hoolock#AMNH80068#s#v#p2#l1#M1#R#A_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH80068,AMNH,p2,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH80068/Hoolock#hoolock#AMNH80068#s#v#p2#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH80068,AMNH,p2,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH80068/Hoolock#hoolock#AMNH80068#s#v#p2#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH80068,AMNH,p3,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH80068/Hoolock#hoolock#AMNH80068#s#v#p3#l1#M1#R#A_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH80068,AMNH,p3,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH80068/Hoolock#hoolock#AMNH80068#s#v#p3#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH80068,AMNH,p3,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH80068/Hoolock#hoolock#AMNH80068#s#v#p3#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83413,AMNH,p1,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83413/Hoolock#hoolock#AMNH83413#s#v#p1#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83413,AMNH,p1,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83413/Hoolock#hoolock#AMNH83413#s#v#p1#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83413,AMNH,p1,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83413/Hoolock#hoolock#AMNH83413#s#v#p1#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83413,AMNH,p2,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83413/Hoolock#hoolock#AMNH83413#s#v#p2#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83413,AMNH,p2,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83413/Hoolock#hoolock#AMNH83413#s#v#p2#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83413,AMNH,p2,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83413/Hoolock#hoolock#AMNH83413#s#v#p2#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83413,AMNH,p3,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83413/Hoolock#hoolock#AMNH83413#s#v#p3#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83413,AMNH,p3,l1,M3,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83413/Hoolock#hoolock#AMNH83413#s#v#p3#l1#M3#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83414,AMNH,p1,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83414/Hoolock#hoolock#AMNH83414#s#v#p1#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83414,AMNH,p1,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83414/Hoolock#hoolock#AMNH83414#s#v#p1#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83414,AMNH,p2,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83414/Hoolock#hoolock#AMNH83414#s#v#p2#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83414,AMNH,p2,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83414/Hoolock#hoolock#AMNH83414#s#v#p2#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83415,AMNH,p1,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83415/Hoolock#hoolock#AMNH83415#s#v#p1#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83415,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83415/Hoolock#hoolock#AMNH83415#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83415,AMNH,p2,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83415/Hoolock#hoolock#AMNH83415#s#v#p2#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83415,AMNH,p2,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83415/Hoolock#hoolock#AMNH83415#s#v#p2#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83415,AMNH,p2,l1,M3,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83415/Hoolock#hoolock#AMNH83415#s#v#p2#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83422,AMNH,p1,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83422/Hoolock#hoolock#AMNH83422#s#v#p1#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83422,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83422/Hoolock#hoolock#AMNH83422#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83422,AMNH,p2,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83422/Hoolock#hoolock#AMNH83422#s#v#p2#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83424,AMNH,p1,l1,M1,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83424/Hoolock#hoolock#AMNH83424#s#v#p1#l1#M1#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83427,AMNH,p1,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83427/Hoolock#hoolock#AMNH83427#s#v#p1#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83427,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83427/Hoolock#hoolock#AMNH83427#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83427,AMNH,p1,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83427/Hoolock#hoolock#AMNH83427#s#v#p1#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83427,AMNH,p2,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83427/Hoolock#hoolock#AMNH83427#s#v#p2#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83427,AMNH,p2,l1,M2,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83427/Hoolock#hoolock#AMNH83427#s#v#p2#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH83427,AMNH,p2,l1,M2,R,train/hoolock/hoolock-AMNH-KIZ-style/AMNH83427/Hoolock#hoolock#AMNH83427#s#v#p2#l1#M2#R_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH99340,AMNH,p1,l1,M1,L,train/hoolock/hoolock-AMNH-KIZ-style/AMNH99340/Hoolock#hoolock#AMNH99340#s#v#p1#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112688,AMNH,p1,l1,M1,L,train/hoolock/hoolock-AMNH-MCZ-style/AMNH112688/Hoolock#hoolock#AMNH112688#s#v#p1#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112688,AMNH,p1,l1,M2,L,train/hoolock/hoolock-AMNH-MCZ-style/AMNH112688/Hoolock#hoolock#AMNH112688#s#v#p1#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112688,AMNH,p1,l1,M3,L,train/hoolock/hoolock-AMNH-MCZ-style/AMNH112688/Hoolock#hoolock#AMNH112688#s#v#p1#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112688,AMNH,p2,l1,M1,L,train/hoolock/hoolock-AMNH-MCZ-style/AMNH112688/Hoolock#hoolock#AMNH112688#s#v#p2#l1#M1#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112688,AMNH,p2,l1,M2,L,train/hoolock/hoolock-AMNH-MCZ-style/AMNH112688/Hoolock#hoolock#AMNH112688#s#v#p2#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112688,AMNH,p2,l1,M3,L,train/hoolock/hoolock-AMNH-MCZ-style/AMNH112688/Hoolock#hoolock#AMNH112688#s#v#p2#l1#M3#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112688,AMNH,p3,l1,M2,L,train/hoolock/hoolock-AMNH-MCZ-style/AMNH112688/Hoolock#hoolock#AMNH112688#s#v#p3#l1#M2#L_style.jpg
train,hoolock,0,museum_style,Hoolock,hoolock,AMNH112688,AMNH,p3,l1,M3,L,train/hoolock/hoolock-AMNH-MCZ-style/AMNH112688/Hoolock#hoolock#AMNH112688#s#v#p3#l1#M3#L_style.jpg
